0,134262
0,123304
0,118939
0,113298
0,114196
0,118949
0,136254
0,118756
0,123315
0,117907
0,117033
0,111328
0,115374
0,114320
0,114914
0,113985
0,114142
0,120520
0,117558
0,118742
0,121245
0,123700
0,118685
0,112392
0,113088
0,114675
0,115225
0,114670
0,125591
0,119662
-----------------------------------------
0,131095
0,118292
0,115745
0,117418
0,122100
0,128774
0,121182
0,120242
0,122837
0,121692
0,133255
0,176527
0,125560
0,121864
0,147938
0,127580
0,123790
0,115119
0,119701
0,120478
0,121310
0,115779
0,115591
0,123009
0,127721
0,128290
0,124487
0,152560
0,140590
0,121111
-----------------------------------------
0,137504
0,121566
0,138728
0,155020
0,130890
0,129335
0,126873
0,128183
0,142797
0,138475
0,145225
0,125091
0,132159
0,118963
0,119741
0,140552
0,124408
0,123054
0,124466
0,128385
0,120564
0,122221
0,137090
0,145846
0,129994
0,124327
0,120089
0,129672
0,146786
0,159394
-----------------------------------------
0,142024
0,129001
0,123430
0,125939
0,130612
0,152289
0,128771
0,127911
0,126239
0,126210
0,127100
0,134358
0,125773
0,123764
0,125114
0,124146
0,145462
0,125959
0,125416
0,126122
0,128336
0,139020
0,132725
0,131230
0,138172
0,127466
0,129498
0,126646
0,126449
0,124439
-----------------------------------------
0,145158
0,131121
0,132928
0,153067
0,141031
0,135400
0,137023
0,135556
0,148435
0,142858
0,138722
0,139272
0,138373
0,134794
0,131547
0,160790
0,136991
0,132720
0,134299
0,141754
0,132290
0,138339
0,133673
0,132383
0,149128
0,135420
0,135071
0,132136
0,131858
0,131306
-----------------------------------------
0,167183
0,157807
0,158946
0,157006
0,159497
0,157969
0,157747
0,158974
0,155349
0,158924
0,156774
0,157211
0,154023
0,157537
0,154326
0,158088
0,203668
0,158633
0,156818
0,158589
0,155568
0,157493
0,165279
0,156261
0,157338
0,174755
0,159186
0,154785
0,156965
0,155654
-----------------------------------------
0,208487
0,199958
0,213322
0,199963
0,206453
0,197600
0,198572
0,204393
0,195814
0,198388
0,200119
0,192228
0,210670
0,204072
0,233023
0,207491
0,200797
0,198661
0,196904
0,205358
0,193372
0,199644
0,289385
0,202401
0,211978
0,206444
0,199596
0,259237
0,200256
0,196793
-----------------------------------------
0,244632
0,238479
0,235560
0,236217
0,236938
0,240269
0,236247
0,224986
0,235394
0,232333
0,235072
0,237897
0,244032
0,237041
0,227012
0,234172
0,232435
0,235612
0,235948
0,231683
0,230367
0,233848
0,234572
0,232054
0,235912
0,231974
0,234698
0,233691
0,234489
0,260306
-----------------------------------------
0,278513
0,269929
0,278103
0,266466
0,287705
0,269948
0,266556
0,262905
0,268221
0,290300
0,268151
0,267632
0,270795
0,264807
0,271220
0,262802
0,267978
0,273271
0,268480
0,258991
0,270830
0,274799
0,270397
0,316520
0,277072
0,280147
0,339127
0,298255
0,270836
0,276911
-----------------------------------------
0,486430
0,459060
0,459373
0,457872
0,462507
0,456157
0,467766
0,491482
0,455185
0,463126
0,460371
0,471886
0,466090
0,498929
0,463469
0,481562
0,481571
0,478003
0,462733
0,459226
0,470412
0,453615
0,456947
0,457820
0,484958
0,496846
0,458540
0,456935
0,468841
0,451326
-----------------------------------------
0,911334
0,879485
0,815698
0,833228
0,938601
0,837188
0,963680
0,870942
0,814247
0,819304
0,820297
0,850786
0,791838
0,823005
0,834739
0,850419
0,807844
0,822118
0,804385
0,818773
0,855149
0,775220
0,782465
0,782800
0,803275
0,770961
0,817442
0,805975
0,798493
0,788174
-----------------------------------------
1,102291
1,168102
1,124866
1,177582
1,120808
1,132667
1,118815
1,115436
1,101635
1,255357
1,338002
1,178677
1,141091
1,209616
1,159032
1,139665
1,167142
1,241642
1,171006
1,132061
1,218170
1,102145
1,145803
1,140694
1,181078
1,120610
1,140994
1,177164
1,132001
1,140258
-----------------------------------------
1,468930
1,484527
1,411039
1,449370
1,524009
1,419896
1,555613
1,470940
1,413479
1,480994
1,414711
1,628171
1,526548
1,455490
1,456915
1,438245
1,399573
1,494227
1,415151
1,439480
1,427427
1,492193
1,601620
1,758339
1,601269
1,618683
1,705467
1,555945
1,621347
1,443170
-----------------------------------------
3,439680
3,514416
3,375110
3,398368
3,569706
3,384843
3,451392
3,341811
3,328566
3,511448
3,356141
3,394122
3,400841
3,386657
3,371510
3,423303
3,444324
3,472819
3,446114
3,319094
3,512801
3,514246
3,383963
3,427120
3,636075
3,341444
3,402733
3,402955
3,384218
3,374526
-----------------------------------------
6,840744
6,727985
6,790079
6,460985
6,450234
6,847590
6,717681
6,807945
6,768769
6,710435
6,639583
6,724437
6,741136
6,497404
6,749697
6,660934
6,555984
6,711680
6,765576
6,634022
6,422392
7,204240
6,695194
6,941325
6,877231
6,791726
6,754185
6,835039
6,871022
6,568393
-----------------------------------------
